Date,iv_call,skewness_call,iv_put,skewness_put,RSI,K,D,KDminus,macd,macd_signal,macd_hist,ma5,ma20,returns,returns_
2019-04-24,0.02339563,-0.028105517000000003,0.007827744000000001,-0.085675598,77.34659099942299,62.43502054486736,58.67901143993546,3.7560091049319055,154.59174490148325,151.18039473957774,3.411350161905517,10994.309765599999,10811.157324200001,0.00017774739260767496,0.0
2019-04-25,0.024926518999999998,-0.011898259,0.069192694,-0.032139773999999996,77.97574120533439,68.8602140004399,62.95278361864006,5.907430381799834,152.95893041630916,151.53610187492401,1.4228285413851438,11009.8779298,10835.19033205,0.0011075749631162181,1.0
2019-04-26,0.00521824,-0.04728696,0.03826653,-0.020898059,64.09002200049213,56.39598263628296,62.56373906053017,-6.167756424247209,142.9652061852903,149.82192273699727,-6.856716551706967,11006.671875200002,10855.678808649998,-0.00794741481796557,0.0
2019-04-29,0.060816907999999996,-0.008199606,0.068189116,-0.015050006000000001,62.23478399869465,40.88749367674799,55.38123010449038,-14.493736427742391,132.43637603067145,146.3448133957321,-13.90843736506065,10996.941797000001,10875.81879885,-0.0012251458996248368,1.0
2019-04-30,0.049284487,-0.010489782,0.065742237,-0.017734803,64.62327106636518,28.562464762622387,41.94864702521787,-13.386182262595486,124.96518336787085,142.06888739015986,-17.10370402228901,10985.351953200001,10892.15332035,0.002617536874991249,1.0
2019-05-02,0.022345455,-0.0027496720000000003,0.022875876,-0.010796992,67.49838974225966,42.567666664694315,37.33920836802165,5.228458296672663,120.61998309510273,137.77910653114844,-17.159123436045718,10980.722070400001,10910.2463379,0.00334602494607916,1.0
2019-05-03,0.009454532,-0.018632938999999998,0.005336075,-0.046786802,73.39058601090001,69.05867600833577,46.72960247855091,22.329073529784857,123.16487762675024,134.8562607502688,-11.691383123518563,10992.009961,10930.546337900001,0.008308309246561407,1.0
2019-05-06,0.038653527,-0.00119515,0.07683216799999999,-0.022466859,51.355848329170705,60.47927608929001,57.368539587440125,3.1107365018498854,107.86617455465966,129.45824351114697,-21.59206895648731,10980.940039,10940.183349600002,-0.0181131569675342,0.0
2019-05-07,0.084811384,-0.013177174,0.08935541400000001,-0.00962012,57.62812831927536,54.314428145771444,61.28412674779917,-6.9696986020277265,101.83181223259817,123.93295725543722,-22.10114502283905,10990.5560546,10949.511816350003,0.008226921055861511,1.0
2019-05-08,0.028305944,-0.010715173,0.062093717,-0.002969167,52.43139316938324,29.31548106450342,48.03639509985505,-18.72091403535163,90.88364094058306,117.32309399246638,-26.43945305188332,10981.751952999999,10953.117333950004,-0.005789813295450629,0.0
2019-05-09,0.07149729099999999,-0.018210689,0.019182292,-0.088723556,40.4957331728762,25.449061863194668,36.35965702448994,-10.910595161295273,66.11041370107705,107.08055793418852,-40.97014423311147,10927.5878906,10946.393847650002,-0.017550130053391746,0.0
2019-05-10,0.014965827,1.017227939,0.05506790599999999,-0.014873701000000001,39.43018930160887,12.602275807936563,22.455606245211644,-9.853330437275082,44.298133331651115,94.52407301368103,-50.22593968202992,10850.925976399998,10941.604882800002,-0.0019284769058302955,1.0
2019-05-13,0.054388722,-0.05687706,0.074732797,-0.023008314,32.45998082322215,5.0651330175650955,14.372156896232205,-9.30702387866711,14.36316155125678,78.49189072119619,-64.1287291699394,10783.1599608,10929.254394500003,-0.014545708635938959,0.0
2019-05-14,0.079504491,-0.018012699,0.023758452000000003,-0.025687202000000003,30.95359591083454,13.92132509600241,10.529577973834785,3.391747122167626,-12.368151775848673,60.31988222178721,-72.68803399763588,10689.5820312,10911.436914050004,-0.003704425048893377,1.0
2019-05-15,0.050287289000000006,-0.025266898,0.011082742,-0.097062385,34.47643205518741,21.632534960375466,13.539664357981087,8.09287060239438,-29.86319351331258,42.28326707476725,-72.14646058807983,10616.9820312,10893.079931650005,0.003933595181057962,1.0
2019-05-16,0.045685116,-0.571138766,0.085269996,-0.0029714359999999996,30.904273204760322,28.843555501841266,21.46580518607314,7.377750315768125,-50.09815862940923,23.806981933931954,-73.90514056334118,10565.1701172,10866.947460950005,-0.00818623995692468,0.0
2019-05-17,0.030708932999999997,-0.009621437,0.083557118,-0.000719493,27.62250792204149,22.05092055129874,24.175670337838582,-2.124749786539841,-72.60021781006071,4.525541985133419,-77.12575979519413,10499.394140800001,10838.052002000004,-0.008677480192670246,0.0
2019-05-20,0.096864294,-0.010087243000000001,0.082530895,-0.002623495,28.92353068391631,14.742455123697427,21.878977058945903,-7.136521935248476,-88.26195824151,-14.031958060195265,-74.23000018131474,10467.4181642,10809.547509800004,0.0013761378222809915,1.0
2019-05-21,0.085680348,-0.03492537,0.03853573,-0.022710732,34.82992936939705,21.930128981675523,19.57450155222399,2.355627429451534,-94.25459400698855,-30.076485249553922,-64.17810875743463,10456.468164200001,10783.387011750005,0.0063356516017036004,1.0
2019-05-22,0.08689564300000001,-0.012670823000000001,0.023199547,-0.056381689000000006,34.485551223233266,36.33883603128752,24.337140045553582,12.001695985733939,-98.45631509952,-43.75245121954714,-54.70386387997286,10435.770117400001,10754.964013700004,-0.0006959536203379796,0.0
2019-05-23,0.062350867000000004,-0.00034862900000000004,0.08583690199999999,-0.003124613,28.254524781562672,33.8721666971203,30.71371057002787,3.1584561270924283,-112.50029549851752,-57.502020075341214,-54.9982754231763,10402.5220704,10719.000537150005,-0.014336424880717256,0.0
2019-05-24,0.017437131,-0.036284681,0.076877355,-0.009127006,30.09754613137754,24.368501905744036,31.526501544717377,-7.15799963897334,-120.63308484247864,-70.1282330287687,-50.504851813709934,10391.356054599999,10683.421533200006,0.001929592429139169,1.0
2019-05-27,0.070176931,-0.031773286,0.034462953,-0.000355232,30.66837775140056,14.246694621105817,24.16245440799014,-9.915759786884323,-125.163556780426,-81.13529777910017,-44.028259001325836,10378.5,10652.504541000006,0.0005662079217392288,0.0
2019-05-28,0.09533422,-0.027776599999999995,0.055763654,-0.019279776000000002,29.68202611820437,15.249726352130972,17.954974292993697,-2.7052479408627246,-129.02735826137723,-90.71370987555558,-38.31364838582165,10348.061914,10621.167041000004,-0.0021137127468107975,0.0
2019-05-29,0.058097085,-0.030158221000000002,0.065279477,-0.043966806,29.187863117130952,23.714404477207434,17.73694181681483,5.977462660392604,-131.42409982894242,-98.85578786623294,-32.56831196270947,10316.974023199999,10587.869531200005,-0.001021563211946993,1.0
2019-05-30,0.07379016099999999,-0.002618384,0.037577738,-0.040767159,37.888432230855614,50.34212184005823,29.76875088979897,20.573370950259264,-125.32589077983903,-104.14980844895416,-21.176082330884867,10331.898046599998,10556.794531200005,0.0078521904059724,1.0
2019-05-31,0.008992225,-4.530471473,0.053916825999999994,-0.00625444,47.833214529871235,78.48585718882765,50.84746116869786,27.63839602012979,-109.90620117407525,-105.30108699397837,-4.6051141800968765,10365.940038799998,10526.904052650007,0.011062546842073443,1.0
